_link,_link_daily_16,dt,rain,pressure,humidity,uvi,speed,deg,clouds,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,snow
41.data.10,41,1490259600,1.08,993.41,0,0.8,4.73,247,99,277.31,273.93,278.02,275.7,278.02,273.93,0.26
41.data.11,41,1490346000,0.34,1006.31,0,0.8,4.02,280,69,278.04,273.11,278.04,274.91,276.11,273.11,0.05
41.data.12,41,1490432400,1.23,997.78,0,0.8,5.48,319,65,276.9,270.69,276.9,270.69,272.22,276.76,0.31
41.data.13,41,1490518800,,1004.09,0,0.8,4.86,342,84,271.82,269.3,271.87,269.3,270.48,271.87,2.14
41.data.14,41,1490605200,,1008.9,0,0.8,3.91,311,53,272,269.26,272,271.54,269.26,270.35,1
41.data.15,41,1490691600,1.21,1002.75,0,0.8,2.16,287,80,275.78,273.75,275.78,273.8,275.05,273.75,1.73
41.data.16,41,1490778000,,991.85,0,0.8,3.54,268,95,273.8,273.8,273.8,273.8,273.8,273.8,0.25
42.data.0,42,1489474800,,985.96,40,8.3,1.75,32,92,298.05,286.23,300.77,286.61,300.41,286.23,
42.data.1,42,1489561200,,986.37,39,8.91,1.89,77,0,298.79,282.76,303.62,290.86,302.5,282.76,
42.data.2,42,1489647600,,985.88,45,9.1,1.68,318,12,299.33,286.37,302.69,293.86,302.17,286.37,
42.data.3,42,1489734000,3.84,972.01,0,9.72,1.32,61,97,298.18,287.05,298.75,292.11,298.75,287.05,
42.data.4,42,1489820400,,971.27,0,9.91,1.32,289,0,300.17,286.26,302.7,290.56,302.7,286.26,
42.data.5,42,1489906800,0.64,971.98,0,9.48,1.79,250,67,301.95,287.14,303.52,294.25,303.52,287.14,
42.data.6,42,1489993200,2.82,972.67,0,9.48,1.31,85,93,297.95,289,300.82,289,300.82,291.08,
42.data.7,42,1490079600,,972.31,0,9.48,1.79,164,42,298.36,285.55,302.42,294.44,302.42,285.55,
42.data.8,42,1490166000,0.9,974.37,0,9.48,1.85,287,62,297.34,290.67,302.6,295.76,302.6,290.67,
42.data.9,42,1490252400,,972.74,0,9.48,2.59,317,5,298.63,288.5,302.01,289.12,302.01,288.5,
42.data.10,42,1490338800,,971.67,0,9.48,1.72,308,0,299.86,282.9,303.59,289.86,303.59,282.9,
42.data.11,42,1490425200,3.5,971.27,0,9.48,1.77,25,93,298.16,285.16,299.5,287.67,299.5,285.16,
42.data.12,42,1490511600,,971.41,0,9.48,1.32,14,2,299.97,283.89,302.67,291.68,302.67,283.89,
42.data.13,42,1490598000,,972.52,0,9.48,1.16,41,0,300.85,285.05,304.15,291.91,304.15,285.05,
42.data.14,42,1490684400,0.5,974.34,0,9.48,1.67,338,56,301.05,285.79,302.23,294.4,302.23,285.79,
42.data.15,42,1490770800,0.56,971.99,0,9.48,1.27,304,88,290.35,290.35,290.35,290.35,290.35,290.35,
43.data.0,43,1489399200,,1037.45,0,1.21,0.81,36,50,273.78,268.69,273.78,269.31,271.04,268.69,0.04
43.data.1,43,1489485600,,1037.04,100,1.37,3.58,188,0,274.44,270.84,277.22,274.3,277.01,270.84,0.02
43.data.2,43,1489572000,3.68,1016.74,88,1.66,7.96,265,68,277.07,275.5,278,275.5,277.73,275.58,
43.data.3,43,1489658400,,1026.51,93,1.54,5.06,312,0,276.44,273.46,277.27,273.46,276.98,274.56,
43.data.4,43,1489744800,2.41,1009.63,0,1.78,6.07,253,88,278.05,274.28,278.05,275.76,276.26,274.28,
43.data.5,43,1489831200,5.17,998.42,0,1.51,7.74,243,62,277.65,275.29,277.65,275.29,276.16,276.17,
43.data.6,43,1489917600,4.98,991.79,0,1.58,8.54,236,54,278.77,276.93,278.77,276.93,277.2,277.8,
43.data.7,43,1490004000,1.86,999.78,0,1.58,5.19,198,66,278.72,274.25,278.72,274.25,276.1,277.5,0
43.data.8,43,1490090400,0.71,1015.78,0,1.58,1.77,180,63,278.02,274.01,278.02,274.82,276.54,274.01,
43.data.9,43,1490176800,0.22,1036.31,0,1.58,6.94,351,0,276.9,273,276.9,273,274.81,274.34,
43.data.10,43,1490263200,,1042.45,0,1.58,4.97,352,0,276.81,271.85,276.81,271.85,275.02,272.43,
43.data.11,43,1490349600,,1040.35,0,1.58,3.23,40,0,278.44,272.21,278.44,273.16,276.46,272.21,
43.data.12,43,1490436000,0.31,1033.45,0,1.58,2.62,25,27,279.3,273.91,279.3,274.84,277.07,273.91,
43.data.13,43,1490522400,0.59,1026.99,0,1.58,2.56,54,35,279.07,274.85,279.07,274.85,277.03,275.87,
43.data.14,43,1490608800,0.91,1028.56,0,1.58,7.4,60,37,279.15,275.25,279.15,275.29,276.31,275.25,
43.data.15,43,1490695200,,1039.23,0,1.58,7.29,82,0,277.63,272.65,277.63,273.8,276.7,272.65,
43.data.16,43,1490781600,,1039.68,0,1.58,5.52,85,0,273.8,273.8,273.8,273.8,273.8,273.8,
44.data.0,44,1489395600,,1008.87,0,1.88,3.65,86,0,278.68,269.81,278.68,269.81,272.64,270.04,0.02
44.data.1,44,1489482000,,1010.29,86,1.77,3.43,96,0,278.5,269.71,280.87,271.1,279.36,269.71,0.02
44.data.2,44,1489568400,,1007.01,88,2.04,4.31,191,64,277.97,267.13,278.95,275.95,278.83,267.13,
44.data.3,44,1489654800,2.18,996.6,100,2.26,1.61,243,88,277.34,274.96,277.97,275.46,277.33,274.96,
44.data.4,44,1489741200,0.32,999.1,0,1.93,1.98,223,57,279.1,273.21,279.1,273.21,274.71,274.03,0.04
44.data.5,44,1489827600,,995.18,0,1.93,8.38,212,74,279.5,273.44,279.5,273.44,276.11,274.82,
44.data.6,44,1489914000,3.2,989.77,0,2.06,9.26,191,83,280.77,275.2,280.77,279.48,279.95,275.2,0.02
44.data.7,44,1490000400,5.09,989.45,0,2.06,8.22,183,99,279.57,278.1,279.57,278.25,278.1,279.15,
44.data.8,44,1490086800,3.81,994.5,0,2.06,5.33,185,96,280.07,277.96,280.07,279.12,279.09,277.96,
44.data.9,44,1490173200,13.72,994.77,0,2.06,4.37,134,99,281.5,278.9,281.5,278.9,280.16,279.74,
44.data.10,44,1490259600,7.85,997.47,0,2.06,4.01,158,88,278.16,274.3,278.16,274.3,275.57,277.73,
44.data.11,44,1490346000,3.83,1005.3,0,2.06,5.47,51,61,280.09,276.06,280.09,276.06,277.01,277.21,
44.data.12,44,1490432400,1.44,1006.09,0,2.06,3.07,138,46,282,274.39,282,274.39,277.02,277.21,
44.data.13,44,1490518800,0.98,1002.47,0,2.06,3.97,149,14,284.72,276.25,284.72,276.25,278.43,278.22,
44.data.14,44,1490605200,3.26,1000.8,0,2.06,2.85,158,83,284.15,278.49,284.15,278.49,280.56,280.1,
44.data.15,44,1490691600,3.01,1013.09,0,2.06,7.25,84,99,275.78,273.05,275.78,273.05,274.1,275.55,1.98
44.data.16,44,1490778000,,1016.37,0,2.06,5.07,105,95,273.05,273.05,273.05,273.05,273.05,273.05,0.02
45.data.0,45,1489399200,,1017.38,0,2.02,3.56,51,0,281.13,271.21,281.13,271.21,275.29,273.44,
45.data.1,45,1489485600,,1020.67,95,2.12,2.08,44,0,279.86,271.78,281.48,273.65,280.71,271.78,
45.data.2,45,1489572000,2.02,1018.68,92,2.52,2.66,226,64,280.52,273.43,281.05,276.75,279.88,273.43,
45.data.3,45,1489658400,0.58,1010.79,100,2.6,2.76,333,76,278.24,275.61,279.67,275.61,279.23,276.11,
45.data.4,45,1489744800,2.47,1011.26,0,2.36,4.07,230,31,280.5,272.83,280.5,277.06,277.51,272.83,
45.data.5,45,1489831200,3.49,1004.1,0,2.47,2.46,184,37,281.6,276.79,281.6,276.79,277.86,277.62,
45.data.6,45,1489917600,4.35,997.47,0,2.62,8.57,210,97,282.62,278.7,282.62,282.23,282.05,278.7,
45.data.7,45,1490004000,11.95,995.12,0,2.62,3.71,194,99,282.97,278.05,282.97,278.05,280.95,281.5,
45.data.8,45,1490090400,0.98,1006.05,0,2.62,6.06,322,95,278.77,271.77,278.77,271.77,275.29,277.21,
45.data.9,45,1490176800,3.73,1009.97,0,2.62,6.01,350,71,280.5,275.75,280.5,275.75,277.91,275.94,
45.data.10,45,1490263200,8.69,1009.02,0,2.62,9.72,357,100,277.81,274.85,277.81,274.85,276.12,276.13,0.12
45.data.11,45,1490349600,1.71,1016.44,0,2.62,5.37,38,36,280.49,271.81,280.49,271.81,275.96,275.96,0.14
45.data.12,45,1490436000,0.37,1014.81,0,2.62,1.14,145,45,282.45,274.24,282.45,274.24,277.67,275.21,
45.data.13,45,1490522400,0.32,1010.78,0,2.62,2.46,112,53,283.57,276.95,283.57,276.95,279.38,277.57,
45.data.14,45,1490608800,1.72,1008.5,0,2.62,2.23,129,67,285.6,277.69,285.6,277.69,280.76,280.1,
45.data.15,45,1490695200,2.19,1015.32,0,2.62,5.86,121,80,286.63,280.3,286.63,282.8,283.95,280.3,
45.data.16,45,1490781600,0.48,1017.18,0,2.62,5.3,114,98,282.8,282.8,282.8,282.8,282.8,282.8,
46.data.0,46,1489399200,,1021.03,0,1.66,2.36,32,20,280.13,273.34,280.13,273.34,276.89,273.69,
46.data.1,46,1489485600,,1029.42,100,1.94,2.18,216,0,278.16,272.52,281.36,278.6,281.36,272.69,
46.data.2,46,1489572000,2.02,1022.09,98,2.17,7.46,288,68,280.57,278.08,281.15,278.55,280.23,278.08,
46.data.3,46,1489658400,0.43,1023.6,93,2.32,7.06,318,56,279.39,277.41,281.38,278.76,281.38,277.41,
46.data.4,46,1489744800,1.75,1005.78,0,2.42,7,284,93,281.95,276.51,281.95,276.51,279.01,279.68,
46.data.5,46,1489831200,2.34,998.02,0,2.19,8.22,243,99,280.1,277.72,281.89,281.89,280.96,277.72,
46.data.6,46,1489917600,8.86,988.14,0,2.28,10.12,253,100,282.97,280.08,282.97,280.08,281.6,282.4,
46.data.7,46,1490004000,5.43,996.34,0,2.28,11.14,299,53,278.77,274.3,278.77,274.3,276.15,277.65,
46.data.8,46,1490090400,2.61,1002.61,0,2.28,7.28,270,42,279.27,274.72,279.27,274.72,277.29,276.81,
46.data.9,46,1490176800,1.05,1018.88,0,2.28,6.41,354,54,279.65,274.04,279.65,275.1,278.71,274.04,0.01
46.data.10,46,1490263200,,1024.42,0,2.28,6.45,32,3,277.31,272.18,277.31,272.2,275.62,272.18,
46.data.11,46,1490349600,,1019.08,0,2.28,5.17,64,60,278.24,270.86,278.24,274.31,275.76,270.86,0.01
46.data.12,46,1490436000,,1012.98,0,2.28,6.44,98,14,280.5,274.69,280.5,274.69,278.52,274.91,0
46.data.13,46,1490522400,2.5,1007.33,0,2.28,4.96,98,54,281.47,274.37,281.47,276.8,279.08,274.37,
46.data.14,46,1490608800,8.36,1002.22,0,2.28,4.78,70,97,279.9,276.7,281.06,280.74,281.06,276.7,
46.data.15,46,1490695200,8.4,1006,0,2.28,8.55,89,90,283.43,281,283.43,282.55,282.95,281,
46.data.16,46,1490781600,1.54,1007.66,0,2.28,4.51,79,86,282.55,282.55,282.55,282.55,282.55,282.55,
47.data.0,47,1489399200,,1022.45,0,1.7,2.08,43,0,280.28,272.86,280.28,272.86,276.94,272.94,
47.data.1,47,1489485600,,1028.04,100,1.95,2.38,217,0,278.45,272.66,281.61,278.45,281.61,272.66,
47.data.2,47,1489572000,1.86,1021.6,99,2.17,7.71,291,80,281.07,278.43,281.07,278.55,280.38,278.43,
47.data.3,47,1489658400,0.43,1022.95,93,2.32,6.81,316,64,279.09,277.26,281.33,277.81,281.33,277.26,
47.data.4,47,1489744800,1.53,1008.22,0,2.43,6.97,288,77,281.9,277.16,281.9,277.16,278.71,280.58,
47.data.5,47,1489831200,3.06,999.03,0,2.22,8.09,242,99,280.35,277.97,282.19,282.19,281.61,277.97,
47.data.6,47,1489917600,9.07,989.56,0,2.23,9.4,260,100,282.97,279.53,282.97,279.53,281.65,282.65,
47.data.7,47,1490004000,4.12,999.38,0,2.23,11.24,302,73,278.37,275.65,278.37,275.65,276.3,277.4,
47.data.8,47,1490090400,1.94,1004.23,0,2.23,8.01,269,65,278.72,275.12,278.72,275.12,277.74,277.81,
47.data.9,47,1490176800,0.92,1021.32,0,2.23,5.46,359,3,279.85,273.99,279.85,275.85,279.06,273.99,0.01
47.data.10,47,1490263200,,1026.44,0,2.23,5.9,40,3,277.61,272.75,277.61,272.75,276.12,272.78,
47.data.11,47,1490349600,,1020.29,0,2.23,5.72,65,58,278.24,271.36,278.24,274.26,276.31,271.36,0.1
47.data.12,47,1490436000,,1013.39,0,2.23,7,99,9,280.4,274.41,280.4,275.14,279.22,274.41,0
47.data.13,47,1490522400,2.07,1008.35,0,2.23,5.18,103,40,281.47,274.42,281.47,277.4,279.43,274.42,
47.data.14,47,1490608800,10.28,1003.23,0,2.23,5.34,67,98,279.15,276.7,280.89,280.89,280.66,276.7,
47.data.15,47,1490695200,9.7,1006.2,0,2.23,8.89,89,81,283.83,281.05,283.83,282.55,282.95,281.05,
47.data.16,47,1490781600,2.91,1008.67,0,2.23,5.01,79,84,282.55,282.55,282.55,282.55,282.55,282.55,
48.data.0,48,1489428000,,970.13,77,2.28,6.11,142,92,262.88,261.06,262.88,261.06,262.88,262.88,1.03
48.data.1,48,1489514400,,969.39,83,2.39,7.18,153,68,267.21,262.11,269.6,267.34,268.88,262.11,1.03
48.data.2,48,1489600800,0.4,959.21,100,3.06,5.46,160,92,274.71,269.1,277.75,273.18,277.02,269.1,0.52
48.data.3,48,1489687200,0.66,945.83,0,3.12,2.88,299,18,285.88,277.38,286.88,277.38,286.88,277.68,
48.data.4,48,1489773600,,963.1,0,3.51,9.22,322,88,275.26,265.37,276.41,265.37,276.41,274.85,0.28
48.data.5,48,1489860000,,960.01,0,3.34,8.37,164,8,279.46,267.85,283.84,278.75,283.84,267.85,
48.data.6,48,1489946400,0.58,941.87,0,3.72,7.89,260,29,289.1,278.77,289.1,279.4,287.08,278.77,
48.data.7,48,1490032800,0.73,960.05,0,3.72,4.78,312,0,279.05,273.57,281.65,275.36,281.65,273.57,
48.data.8,48,1490119200,1.04,961.85,0,3.72,5.31,334,23,278.64,271.24,278.72,271.24,278.72,272.72,0.04
48.data.9,48,1490205600,,963.44,0,3.72,4.57,324,0,279.01,268.5,279.05,269.13,279.05,268.5,0
48.data.10,48,1490292000,,967.78,0,3.72,6.61,137,0,275.77,265.71,279.1,273.51,279.1,265.71,
48.data.11,48,1490378400,,959.09,0,3.72,12.43,171,0,282.76,274.34,285.06,282.16,285.06,274.34,
48.data.12,48,1490464800,,951.36,0,3.72,11.21,180,0,287.37,281,288.89,283.87,288.89,281,
48.data.13,48,1490551200,0.69,947.37,0,3.72,9.05,166,7,289.68,281.32,291.15,282.6,291.15,281.32,
48.data.14,48,1490637600,4.48,948.96,0,3.72,2.17,158,10,288.51,279.3,292.44,282.55,292.44,279.3,
48.data.15,48,1490724000,7.99,950.34,0,3.72,9.02,359,58,284.25,279.85,284.25,279.85,279.85,280.58,
49.data.0,49,1489420800,,1029.79,100,11.81,8.41,80,36,298.15,298.15,298.21,298.21,298.15,298.15,
49.data.1,49,1489507200,,1031.5,100,11.89,8.9,85,32,299.01,298,299.41,298.78,299.4,298,
49.data.2,49,1489593600,0.53,1030.68,100,11.46,8.02,92,0,299.03,297.52,299.21,299.21,299,297.52,
49.data.3,49,1489680000,2.3,1029.53,0,11.97,8.46,96,0,299.53,298.48,299.53,298.48,298.88,298.63,
49.data.4,49,1489766400,5.75,1029.37,0,12.23,7.29,72,32,299.16,297.92,299.16,297.92,298.51,298.75,
49.data.5,49,1489852800,1.73,1028.9,0,12.66,7.18,89,16,299.06,298.55,299.06,298.9,299.04,298.55,
49.data.6,49,1489939200,3.25,1028.2,0,12.66,4.9,86,17,299.25,298.45,299.25,298.45,298.88,298.52,
49.data.7,49,1490025600,13.04,1028.96,0,12.66,4.77,105,16,298.9,298.3,298.9,298.71,298.3,298.32,
49.data.8,49,1490112000,13.79,1029.53,0,12.66,4.13,77,55,297.64,297.64,298.47,298.24,297.97,298.47,
49.data.9,49,1490198400,8.17,1028.9,0,12.66,6.14,91,10,298.56,298.3,298.56,298.53,298.55,298.3,
49.data.10,49,1490284800,23.48,1027.76,0,12.66,7.99,100,38,298.52,298.36,298.85,298.56,298.85,298.36,
49.data.11,49,1490371200,5.38,1027.79,0,12.66,6.99,108,28,299.01,298.91,299.21,298.91,299.21,298.94,
49.data.12,49,1490457600,0.46,1027.76,0,12.66,5.69,121,11,299.62,299,299.79,299.57,299.79,299,
49.data.13,49,1490544000,1.53,1028.43,0,12.66,3.2,97,13,299.68,298.45,299.68,298.45,299.4,299.52,
49.data.14,49,1490630400,4.48,1028.6,0,12.66,4.31,48,22,298.71,298.59,298.71,298.6,298.59,298.7,
49.data.15,49,1490716800,1.43,1028.37,0,12.66,6.89,73,13,299.15,298.88,299.15,299.1,299.1,298.88,
50.data.0,50,1489460400,1,1017.16,80,4.19,5.25,252,80,281.48,279.06,281.48,279.06,279.91,280.66,
50.data.1,50,1489546800,2.38,1017.07,87,4.02,7.26,19,92,281.08,278.03,281.08,278.03,279.07,279.2,
50.data.2,50,1489633200,0.89,1026.78,87,4.21,3.31,308,88,280.11,278.1,280.11,278.18,278.74,278.1,
50.data.3,50,1489719600,1.81,1008.48,0,4.43,2.77,313,18,279.28,275.8,279.28,277.66,275.8,277.5,0.38
50.data.4,50,1489802400,1.31,1012.26,0,4.7,1.92,355,25,279.76,275.95,280.77,275.95,280.77,277.66,0.1
50.data.5,50,1489888800,0.84,1012.42,0,5.1,3.93,224,14,281.39,274.96,283.55,281.97,283.55,274.96,
50.data.6,50,1489975200,0.82,1013.27,0,5.1,3.78,339,23,281.33,278.37,282.1,278.37,282.1,280.5,0.01
50.data.7,50,1490061600,7.12,1006.8,0,5.1,3.82,95,89,280.65,278.65,282.01,280.92,282.01,278.65,
50.data.8,50,1490148000,2.44,1004.53,0,5.1,2.84,326,40,281.72,279.25,282.74,279.25,282.74,280.39,
50.data.9,50,1490234400,0.74,1005.39,0,5.1,4.09,23,31,280.4,278.16,281.58,279.56,281.58,278.16,
50.data.10,50,1490320800,3.35,1000.47,0,5.1,5.59,58,73,279.45,277.59,280.96,277.59,280.96,279.02,0.01
50.data.11,50,1490407200,0.63,1001.63,0,5.1,2.25,93,83,279.51,275.51,281.76,280.25,281.76,275.51,0
50.data.12,50,1490493600,5.92,994.32,0,5.1,2.72,224,93,280.54,278.17,281.12,279.17,281.12,278.17,0.01
50.data.13,50,1490580000,2.72,1008.51,0,5.1,2.46,263,24,280.95,278.18,282.4,278.8,282.4,278.18,
50.data.14,50,1490666400,0.5,1010.95,0,5.1,2.72,197,16,282.54,278.16,284.55,279.93,284.55,278.16,
50.data.15,50,1490752800,,1009.28,0,5.1,1.98,153,0,283.2,278.6,283.2,283.2,283.2,278.6,
51.data.0,51,1489460400,0.49,1001.03,82,5.58,3.3,335,0,285.72,277.91,285.72,277.91,282.6,283.79,
51.data.1,51,1489546800,,1003.78,81,5.85,7.86,330,80,281.33,277.6,281.64,278.23,280.72,277.6,
51.data.2,51,1489633200,,1009.27,79,5.93,2.86,312,48,281.96,275.03,282.13,275.03,281.39,277.8,
51.data.3,51,1489719600,0.49,1006.05,0,5.94,1.93,360,29,283.98,274.11,283.98,274.11,277.3,280.35,
51.data.4,51,1489806000,,1010.38,0,5.89,1.36,311,4,286.47,275.81,286.47,275.81,278.7,282.81,
51.data.5,51,1489892400,,1009.47,0,6.31,1.85,262,0,288.5,277.2,288.5,277.2,280.82,284.64,
51.data.6,51,1489978800,3.88,1009.34,0,6.31,1.44,341,94,286.85,279.5,286.85,279.5,281.57,284.08,
51.data.7,51,1490065200,6.79,998.45,0,6.31,1.48,154,96,286.66,282.3,286.66,283.39,284.82,282.3,
51.data.8,51,1490151600,0.95,999.7,0,6.31,1.68,15,75,288.04,281.66,288.04,281.66,283.55,283.92,
51.data.9,51,1490238000,21.23,997.87,0,6.31,1.58,78,100,287.68,281.42,287.68,281.42,283.71,284.5,
51.data.10,51,1490324400,8.01,995.58,0,6.31,2.52,359,14,286.16,277.16,286.16,277.16,281.14,281,
51.data.11,51,1490410800,4.76,995.99,0,6.31,0.64,346,86,281.26,279.57,281.26,279.57,280,280.36,
51.data.12,51,1490497200,0.55,997.55,0,6.31,5.33,304,25,284.22,278.63,284.22,278.63,281.72,281.19,
51.data.13,51,1490583600,,1006.56,0,6.31,1.32,290,3,288.05,278.56,288.05,278.56,280.85,284.25,
51.data.14,51,1490670000,0.32,1005.55,0,6.31,0.81,290,69,288.7,279.45,288.7,279.45,282.73,285.99,
51.data.15,51,1490756400,,1005.63,0,6.31,1.17,90,0,286.45,286.45,286.45,286.45,286.45,286.45,
52.data.0,52,1489467600,,1008.25,70,10.61,2.5,312,0,304.07,291.81,304.24,291.81,298.97,294.15,
52.data.1,52,1489554000,,1007.77,63,10.6,2.79,336,0,302.24,289.53,302.72,290.26,297.65,289.53,
52.data.2,52,1489640400,,1005.99,60,9.74,2.13,324,0,301.98,288.67,303.24,292.21,298.27,288.67,
52.data.3,52,1489726800,,986.6,0,10.18,1.31,271,2,303.18,290.5,303.18,290.56,298.55,290.5,
52.data.4,52,1489813200,,988.5,0,9.91,2.22,206,0,303.47,288.36,303.47,291.86,298.65,288.36,
52.data.5,52,1489899600,3.25,988.6,0,10.34,1.53,222,0,304.1,289.14,304.1,290.55,296.37,289.14,
52.data.6,52,1489986000,,990.7,0,10.34,1.49,209,10,299.2,287.78,299.2,290.15,296.67,287.78,
52.data.7,52,1490072400,0.89,988.73,0,10.34,2.22,219,0,303.31,288,303.31,291.54,297.57,288,
52.data.8,52,1490158800,,989.77,0,10.34,2.79,351,0,302.39,287.82,302.39,289.06,297.45,287.82,
52.data.9,52,1490245200,,986.32,0,10.34,1.66,299,0,302.93,287.2,302.93,291.52,298.26,287.2,
52.data.10,52,1490331600,,986.46,0,10.34,1.69,307,0,304.36,288.95,304.36,292.16,299.59,288.95,
52.data.11,52,1490418000,,987.48,0,10.34,1.55,266,0,305.71,290.91,305.71,293.17,300.95,290.91,
52.data.12,52,1490504400,,987.01,0,10.34,3.58,226,0,307.07,292.04,307.07,293.48,301.57,292.04,
52.data.13,52,1490590800,,988.93,0,10.34,1.5,285,0,308.2,291.75,308.2,294.91,302.8,291.75,
52.data.14,52,1490677200,,989.13,0,10.34,1.54,274,0,307.8,293.54,307.8,295.5,302.93,293.54,
52.data.15,52,1490763600,,986.78,0,10.34,0.9,144,0,293.75,293.75,293.75,293.75,293.75,293.75,
53.data.0,53,1489399200,0.37,1009.07,0,3.18,2.98,323,61,282.78,274.01,282.78,274.01,279.59,274.14,0.06
53.data.1,53,1489485600,,1030.23,75,3.39,3.78,302,12,280.21,273.68,282.86,276.7,282.86,273.68,
53.data.2,53,1489572000,0.42,1029.54,78,3.27,2.01,277,0,283.22,274.24,285.05,282.7,284.53,275.33,
53.data.3,53,1489658400,,1027.24,73,3.81,3.56,295,0,283.54,276.58,285.47,279.61,285.18,277.81,
53.data.4,53,1489744800,,1006.59,0,3.99,2.43,258,5,287.7,277.68,287.7,280.01,282.96,277.68,
53.data.5,53,1489831200,1.83,1001.46,0,3.68,0.07,124,87,287.55,280.29,287.55,280.29,284.26,281.52,
53.data.6,53,1489917600,0.6,992.81,0,3.94,3.26,188,46,291.87,282.2,291.87,284.43,287.9,282.2,
53.data.7,53,1490004000,7.57,999.58,0,3.94,5.97,320,41,283.02,273.75,283.02,273.75,279.15,282.25,
53.data.8,53,1490090400,,1000.99,0,3.94,4.13,196,0,288.47,276.56,288.47,277.57,282.84,276.56,
53.data.9,53,1490176800,,1002.27,0,3.94,1.09,137,43,291.05,278.89,291.05,280.15,285.56,278.89,
53.data.10,53,1490263200,2.06,1004.76,0,3.94,3.58,28,88,282.66,278.48,282.66,279.7,281.52,278.48,
53.data.11,53,1490349600,3.23,1000.23,0,3.94,4.51,53,96,279.74,276.31,279.74,276.31,279.21,278.36,
53.data.12,53,1490436000,,996.37,0,3.94,4.88,105,35,284.9,275.59,284.9,275.59,281.12,277.36,
53.data.13,53,1490522400,0.3,992.74,0,3.94,2.28,107,0,288.27,275.47,288.27,278.75,283.38,275.47,
53.data.14,53,1490608800,7.72,986.21,0,3.94,5.85,138,97,287.45,280.85,287.45,282.44,285.91,280.85,
53.data.15,53,1490695200,4.02,990.59,0,3.94,3.61,168,71,289.98,284.05,289.98,285.3,287.45,284.05,
53.data.16,53,1490781600,2.51,992.46,0,3.94,3,143,75,285.3,285.3,285.3,285.3,285.3,285.3,
54.data.0,54,1489402800,,1016.98,0,2.21,3.26,179,13,281.33,270.72,281.33,274.41,279.14,270.72,
54.data.1,54,1489489200,,1028,90,2.12,5.86,262,76,282.85,277.02,284.71,281.16,282.96,277.02,
54.data.2,54,1489575600,,1028.8,78,2.39,5.91,293,0,283.2,277.42,283.23,277.42,281.11,281.19,
54.data.3,54,1489662000,,1025.58,82,2.45,3.15,271,0,282.92,275.13,284.33,277.9,281.11,275.13,
54.data.4,54,1489748400,0.64,1007.61,0,2.56,6.59,278,58,282.1,279.51,282.1,279.51,280.41,280.38,
54.data.5,54,1489834800,6.6,994.57,0,2.71,9.25,259,100,283.1,280.22,283.19,283.19,283.06,280.22,
54.data.6,54,1489921200,8.96,985.31,0,1.99,9.74,250,90,281.67,277.23,281.8,277.23,279.25,281.8,
54.data.7,54,1490007600,2.19,1001,0,1.99,6.15,233,31,280.92,276.75,280.92,278.4,279.65,276.75,
54.data.8,54,1490094000,,1004.23,0,1.99,2.14,28,7,280.17,276.07,280.17,276.07,278.34,277.01,
54.data.9,54,1490180400,,1018.07,0,1.99,8.51,90,0,279.9,274.54,279.9,275.8,278.21,274.54,
54.data.10,54,1490266800,,1020.36,0,1.99,7.27,83,0,280.96,274,280.96,274,278.17,275.48,
54.data.11,54,1490353200,0.42,1015.02,0,1.99,5.51,73,25,278.49,272.06,278.49,274.06,276.96,272.06,0.01
54.data.12,54,1490439600,0.69,1001.84,0,1.99,7.67,100,51,278.95,273.26,279.77,277.74,279.77,273.26,0.07
54.data.13,54,1490526000,0.85,997.81,0,1.99,8.32,89,33,283.12,276.17,283.12,279.25,281.68,276.17,
54.data.14,54,1490612400,1.49,996.95,0,1.99,10.32,68,39,281.25,277.5,281.25,277.59,279.56,277.5,
54.data.15,54,1490698800,10.82,999.51,0,1.99,8.69,54,96,282.53,279,282.53,280.3,281.6,279,
54.data.16,54,1490785200,2.31,1005.23,0,1.99,8.75,47,100,280.3,280.3,280.3,280.3,280.3,280.3,
55.data.0,55,1489402800,,1029.54,0,2.23,2.55,221,3,284.63,277.14,284.63,277.74,283.64,277.14,
55.data.1,55,1489489200,,1037.73,86,2.18,6.01,240,8,284.47,277.6,287.46,282.63,285.61,277.6,
55.data.2,55,1489575600,,1039.67,82,2.38,3.86,294,0,284.1,277.27,284.83,277.27,282.36,280.74,
55.data.3,55,1489662000,,1034.17,88,2.39,2.65,206,0,284.07,275.43,286.18,279.55,283.56,275.43,
55.data.4,55,1489748400,1.96,1023.62,0,2.53,6.84,275,52,282.85,280.46,282.85,281.01,280.46,280.53,
55.data.5,55,1489834800,14.9,1010.18,0,2.77,10.17,256,100,283.45,282.52,284.06,283.29,284.06,282.52,
55.data.6,55,1489921200,16.86,999.7,0,1.99,12.78,258,50,281.62,278.68,281.62,278.68,279.5,281.6,
55.data.7,55,1490007600,3.05,1013.56,0,1.99,6.93,245,76,281.22,276.45,281.22,278,280.2,276.45,
55.data.8,55,1490094000,2.84,1015.18,0,1.99,6.85,93,81,281.87,278.41,281.87,278.72,280.89,278.41,
55.data.9,55,1490180400,0.39,1028.61,0,1.99,9.25,92,39,281.15,277.84,281.15,277.9,280.66,277.84,
55.data.10,55,1490266800,,1031.91,0,1.99,8.79,84,0,282.86,275.83,282.86,276.95,281.47,275.83,
